tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalPosLat,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departPosLat,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
441,End_2,1000,0,13.82,137,0.29,Beg_2,13.6,0,0,tripinfo_normal_car.93 routing_normal_car.93,304,normal_car.93,1,6992.4,0.92,0,16.92,normal_car,,0,0
441,End_3,1000,0,16.09,155,0.65,Beg_3,28.1,0,0,tripinfo_normal_car.105 routing_normal_car.105,286,normal_car.105,1,6977.9,1.07,0,24.03,normal_car,,0,0
443,End_3,1000,0,15.98,147,0,Beg_2,0,0,0,tripinfo_normal_car.100 routing_normal_car.100,296,normal_car.100,1,7006,1.07,0,32.26,normal_car,,0,0
443,End_2,1000,0,15.21,156,0.18,Beg_3,38.1,0,0,tripinfo_normal_car.106 routing_normal_car.106,287,normal_car.106,1,6967.9,1.01,0,20.96,normal_car,,0,0
444,End_3,1000,-1,15.97,159,0.24,Beg_3,57.6,0,0,tripinfo_normal_car.108 routing_normal_car.108,285,normal_car.108,1,6948.4,1.06,0,23.69,normal_car,,0,0
445,End_2,1000,0,13.6,143,0.41,Beg_3,89.1,0,0,tripinfo_normal_car.97 routing_normal_car.97,302,normal_car.97,1,6916.9,0.91,0,13,normal_car,,0,0
446,End_3,1000,0,15.52,158,0.71,Beg_3,0,0,0,tripinfo_normal_car.107 routing_normal_car.107,288,normal_car.107,1,7006,1.03,0,22.47,normal_car,,0,0
447,End_2,1000,0,14.52,150,0.06,Beg_2,23.6,0,0,tripinfo_normal_car.102 routing_normal_car.102,297,normal_car.102,1,6982.4,0.97,0,21.98,normal_car,,0,0
448,End_2,1000,0,15.72,145,0.94,Beg_3,0,0,0,tripinfo_normal_car.98 routing_normal_car.98,303,normal_car.98,1,7006,1.12,0,42.76,normal_car,,0,0
448,End_3,1000,0,14.35,149,0.53,Beg_2,13.6,0,0,tripinfo_normal_car.101 routing_normal_car.101,299,normal_car.101,1,6992.4,0.96,0,21.55,normal_car,,0,0
453,End_2,1000,0,14.29,152,0.59,Beg_2,0,0,0,tripinfo_normal_car.103 routing_normal_car.103,301,normal_car.103,1,7006,0.95,0,21.7,normal_car,,0,0
453,End_1,1000,-0.25,30,200,0,Beg_1,0,0,0,tripinfo_bus.4 routing_bus.4,253,bus.4,1,7006,1,0,19.35,bus,,0,0
456,End_2,1000,0,14.39,161,0.77,Beg_2,0,0,0,tripinfo_normal_car.109 routing_normal_car.109,295,normal_car.109,1,7006,0.96,0,17.58,normal_car,,0,0
462,End_2,1000,0,13.38,134,0.23,Beg_3,18.6,0,0,tripinfo_normal_car.91 routing_normal_car.91,328,normal_car.91,1,6987.4,0.89,0,32.5,normal_car,,0,0
468,End_2,1000,0,13.92,162,0.3,Beg_3,0,0,0,tripinfo_normal_car.110 routing_normal_car.110,306,normal_car.110,1,7006,0.93,0,20.57,normal_car,,0,0
469,End_3,1000,-1,17.66,171,0.48,Beg_2,0,0,0,tripinfo_normal_car.116 routing_normal_car.116,298,normal_car.116,1,7006,1.18,0,40.47,normal_car,,0,0
470,End_2,1000,0,12.5,136,0.76,Beg_3,32.2,0,0,tripinfo_normal_car.92 routing_normal_car.92,334,normal_car.92,1,6973.8,0.83,0,20.84,normal_car,,0,0
471,End_3,1000,-1,15.47,180,0.66,Beg_3,56.7,0,0,tripinfo_normal_car.122 routing_normal_car.122,291,normal_car.122,1,6949.3,1.03,0,26.95,normal_car,,0,0
472,End_2,1000,0,13.41,153,0.12,Beg_3,0,0,0,tripinfo_normal_car.104 routing_normal_car.104,319,normal_car.104,1,7006,0.89,0,23.31,normal_car,,0,0
472,End_3,1000,0,16.67,184,0.25,Beg_2,55.3,0,0,tripinfo_normal_car.125 routing_normal_car.125,288,normal_car.125,1,6950.7,1.15,0,31.44,normal_car,,0,0
